#Parameters = {h=1.5; l=55; n=13.5; w=50; wp=3; x=13}
#"Frequency / GHz"	"S1,1 (22) [Magnitude / dB]"
#----------------------------------------------
1.0000000000000	-0.46228509793959
1.0089999437332	-0.46506132517177
1.0180000066757	-0.46956584498168
1.0269999504089	-0.47584904907714
1.0360000133514	-0.48395962681167
1.0449999570847	-0.49394558224530
1.0540000200272	-0.50585493817861
1.0629999637604	-0.51973246069427
1.0720000267029	-0.53562736944238
1.0809999704361	-0.55358562539994
1.0900000333786	-0.57365636767037
1.0989999771118	-0.59588360546566
1.1080000400543	-0.62031477732266
1.1169999837875	-0.64699832507155
1.1260000467300	-0.67598129617898
1.1349999904633	-0.70730919353248
1.1440000534058	-0.74103283295912
1.1529999971390	-0.77720010010676
1.1619999408722	-0.81585852139492
1.1710000038147	-0.85705797137176
1.1799999475479	-0.90084706356782
1.1890000104904	-0.94727997322300
1.1979999542236	-0.99640356003319
1.2070000171661	-1.0482735938495
1.2159999608994	-1.1029414806897
1.2250000238419	-1.1604612621692
1.2339999675751	-1.2208875965743
1.2430000305176	-1.2842778521194
1.2519999742508	-1.3506851656392
1.2610000371933	-1.4201725278244
1.2699999809265	-1.4927939163806
1.2790000438690	-1.5686136461691
1.2879999876022	-1.6476919479726
1.2970000505447	-1.7300917914842
1.3059999942780	-1.8158771381596
1.3150000572205	-1.9051144838455
1.3240000009537	-1.9978702135011
1.3329999446869	-2.0942130349144
1.3420000076294	-2.1942158529440
1.3509999513626	-2.2979473123414
1.3600000143051	-2.4054821238881
1.3689999580383	-2.5168970781672
1.3780000209808	-2.6322689599186
1.3869999647141	-2.7516761818499
1.3960000276566	-2.8752011292536
1.4049999713898	-3.0029255626163
1.4140000343323	-3.1349351162339
1.4229999780655	-3.2713197088325
1.4320000410080	-3.4121652170403
1.4409999847412	-3.5575652408417
1.4500000476837	-3.7076145199051
1.4589999914169	-3.8624073562154
1.4680000543594	-4.0220423861525
1.4769999980927	-4.1866227821664
1.4859999418259	-4.3562499360582
1.4950000047684	-4.5310274038686
1.5039999485016	-4.7110648416482
1.5130000114441	-4.8964699299895
1.5219999551773	-5.0873536366228
1.5310000181198	-5.2838254592778
1.5399999618530	-5.4860005622457
1.5490000247955	-5.6939896967379
1.5579999685287	-5.9079071796941
1.5670000314713	-6.1278619609396
1.5759999752045	-6.3539640095299
1.5850000381470	-6.5863148133986
1.5939999818802	-6.8250150015325
1.6030000448227	-7.0701530052914
1.6119999885559	-7.3218095790661
1.6210000514984	-7.5800486087301
1.6299999952316	-7.8449167337330
1.6390000581741	-8.1164361435079
1.6480000019073	-8.3945986460955
1.6569999456406	-8.6793575418569
1.6660000085831	-8.9706210199480
1.6749999523163	-9.2682370732847
1.6840000152588	-9.5719813141981
1.6929999589920	-9.8815386582461
1.7020000219345	-10.196491281760
1.7109999656677	-10.516287387041
1.7200000286102	-10.840217859084
1.7289999723434	-11.167392592916
1.7380000352859	-11.496698072235
1.7469999790192	-11.826770914125
1.7560000419617	-12.155954665811
1.7649999856949	-12.482275147573
1.7740000486374	-12.803402313054
1.7829999923706	-13.116643376452
1.7920000553131	-13.418936729218
1.8009999990463	-13.706881176524
1.8099999427795	-13.976806072776
1.8190000057220	-14.224869131324
1.8279999494553	-14.447210341854
1.8370000123978	-14.640146889950
1.8459999561310	-14.800391046010
1.8550000190735	-14.925285025762
1.8639999628067	-15.012995179023
1.8730000257492	-15.062679330617
1.8819999694824	-15.074550101900
1.8910000324249	-15.049852957674
1.8999999761581	-14.990761409555
1.9090000391006	-14.900197503609
1.9179999828339	-14.781610747210
1.9270000457764	-14.638748714188
1.9359999895096	-14.475443900118
1.9450000524521	-14.295447726805
1.9539999961853	-14.102280402260
1.9630000591278	-13.899166559052
1.9720000028610	-13.688971349011
1.9809999465942	-13.474193241946
1.9900000095367	-13.256965206394
1.9989999532700	-13.039084775339
2.0079998970032	-12.822038986490
2.0169999599457	-12.607040491781
2.0260000228882	-12.395065251738
2.0350000858307	-12.186886022117
2.0439999103546	-11.983102981673
2.0529999732971	-11.784170518769
2.0620000362396	-11.590425265246
2.0710000991821	-11.402103068142
2.0799999237061	-11.219361724689
2.0889999866486	-11.042287189883
2.0980000495911	-10.870919694521
2.1070001125336	-10.705250097489
2.1159999370575	-10.545240860683
2.1250000000000	-10.390821119641
2.1340000629425	-10.241903602967
2.1429998874664	-10.098382613549
2.1519999504089	-9.9601405974685
2.1610000133514	-9.8270480204013
2.1700000762939	-9.6989722342995
2.1789999008179	-9.5757742972430
2.1879999637604	-9.4573122045361
2.1970000267029	-9.3434396730041
2.2060000896454	-9.2340129083615
2.2149999141693	-9.1288845675472
2.2239999771118	-9.0279127584563
2.2330000400543	-8.9309517239408
2.2420001029968	-8.8378611406540
2.2509999275208	-8.7485004426957
2.2599999904633	-8.6627312627846
2.2690000534058	-8.5804172808862
2.2780001163483	-8.5014259477753
2.2869999408722	-8.4256254325589
2.2960000038147	-8.3528854516802
2.3050000667572	-8.2830814049736
2.3139998912811	-8.2160894770431
2.3229999542236	-8.1517849003972
2.3320000171661	-8.0900506015746
2.3410000801086	-8.0307693082802
2.3499999046326	-7.9738266842529
2.3589999675751	-7.9191104587600
2.3680000305176	-7.8665104594263
2.3770000934601	-7.8159198426701
2.3859999179840	-7.7672322906363
2.3949999809265	-7.7203448594866
2.4040000438690	-7.6751583629075
2.4130001068115	-7.6315728671964
2.4219999313354	-7.5894930446276
2.4309999942780	-7.5488261374837
2.4400000572205	-7.5094795915450
2.4489998817444	-7.4713666885800
2.4579999446869	-7.4343984387548
2.4670000076294	-7.3984931842250
2.4760000705719	-7.3635691652538
2.4849998950958	-7.3295472658348
2.4939999580383	-7.2963516048535
2.5030000209808	-7.2639097939598
2.5120000839233	-7.2321479942630
2.5209999084473	-7.2010033543701
2.5299999713898	-7.1704066301540
2.5390000343323	-7.1402976661631
2.5480000972748	-7.1106152665227
2.5569999217987	-7.0813052790556
2.5659999847412	-7.0523132529004
2.5750000476837	-7.0235882818398
2.5840001106262	-6.9950820726630
2.5929999351501	-6.9667521958871
2.6019999980927	-6.9385565402563
2.6110000610352	-6.9104560158618
2.6199998855591	-6.8824148546598
2.6289999485016	-6.8544012640899
2.6380000114441	-6.8263845210708
2.6470000743866	-6.7983398730109
2.6559998989105	-6.7702403107356
2.6649999618530	-6.7420682562472
2.6740000247955	-6.7138041963041
2.6830000877380	-6.6854310204759
