#Parameters = {h=1.5; l=55; n=14.8; w=50; wp=3; x=13.3}
#"Frequency / GHz"	"S1,1 (24) [Magnitude / dB]"
#----------------------------------------------
1.0000000000000	-0.52736591063757
1.0089999437332	-0.52486967029971
1.0180000066757	-0.52391299877359
1.0269999504089	-0.52455091811478
1.0360000133514	-0.52683814127356
1.0449999570847	-0.53082969788858
1.0540000200272	-0.53657798437822
1.0629999637604	-0.54413470723071
1.0720000267029	-0.55355208894873
1.0809999704361	-0.56488008040208
1.0900000333786	-0.57817050089921
1.0989999771118	-0.59347186278795
1.1080000400543	-0.61083579028288
1.1169999837875	-0.63030781955287
1.1260000467300	-0.65194079589433
1.1349999904633	-0.67577954401822
1.1440000534058	-0.70187641818211
1.1529999971390	-0.73027705429848
1.1619999408722	-0.76103209477337
1.1710000038147	-0.79419050295136
1.1799999475479	-0.82979744509042
1.1890000104904	-0.86790623218513
1.1979999542236	-0.90856664169498
1.2070000171661	-0.95182471684089
1.2159999608994	-0.99773530009154
1.2250000238419	-1.0463454542839
1.2339999675751	-1.0977114483343
1.2430000305176	-1.1518802714812
1.2519999742508	-1.2089081334607
1.2610000371933	-1.2688470874657
1.2699999809265	-1.3317529091228
1.2790000438690	-1.3976806544217
1.2879999876022	-1.4666859601474
1.2970000505447	-1.5388259019084
1.3059999942780	-1.6141612206294
1.3150000572205	-1.6927480573570
1.3240000009537	-1.7746488457691
1.3329999446869	-1.8599263909226
1.3420000076294	-1.9486421095762
1.3509999513626	-2.0408609244168
1.3600000143051	-2.1366481959380
1.3689999580383	-2.2360726505682
1.3780000209808	-2.3392027864900
1.3869999647141	-2.4461081550978
1.3960000276566	-2.5568620853950
1.4049999713898	-2.6715376557701
1.4140000343323	-2.7902118203663
1.4229999780655	-2.9129618818554
1.4320000410080	-3.0398669800955
1.4409999847412	-3.1710111167764
1.4500000476837	-3.3064746557731
1.4589999914169	-3.4463490714050
1.4680000543594	-3.5907189394923
1.4769999980927	-3.7396775880660
1.4859999418259	-3.8933197540278
1.4950000047684	-4.0517428337981
1.5039999485016	-4.2150431084496
1.5130000114441	-4.3833246408869
1.5219999551773	-4.5566937638690
1.5310000181198	-4.7352599973915
1.5399999618530	-4.9191329224547
1.5490000247955	-5.1084298437029
1.5579999685287	-5.3032660810253
1.5670000314713	-5.5037629043855
1.5759999752045	-5.7100453201348
1.5850000381470	-5.9222397659808
1.5939999818802	-6.1404730012220
1.6030000448227	-6.3648796211654
