#Parameters = {h=1.5; l=55; n=5; w=50; wp=3; x=13}
#"Frequency / GHz"	"S1,1 (5) [Magnitude / dB]"
#---------------------------------------------
1.0000000000000	-0.59645871249692
1.0089999437332	-0.60708115072499
1.0180000066757	-0.61836476476806
1.0269999504089	-0.63031795164852
1.0360000133514	-0.64295371295156
1.0449999570847	-0.65628467173421
1.0540000200272	-0.67032723502793
1.0629999637604	-0.68509802376174
1.0720000267029	-0.70061622075414
1.0809999704361	-0.71690344416156
1.0900000333786	-0.73398332131460
1.0989999771118	-0.75187924805552
1.1080000400543	-0.77061951014107
1.1169999837875	-0.79023158615386
1.1260000467300	-0.81074484480105
1.1349999904633	-0.83219002790645
1.1440000534058	-0.85460294774233
1.1529999971390	-0.87801454758774
1.1619999408722	-0.90246320344388
1.1710000038147	-0.92798451909593
1.1799999475479	-0.95461616678519
1.1890000104904	-0.98240062187163
1.1979999542236	-1.0113743902552
1.2070000171661	-1.0415824982870
1.2159999608994	-1.0730665170099
1.2250000238419	-1.1058694596119
1.2339999675751	-1.1400377851951
1.2430000305176	-1.1756151302763
1.2519999742508	-1.2126477344823
1.2610000371933	-1.2511840954871
1.2699999809265	-1.2912674460395
1.2790000438690	-1.3329514227542
1.2879999876022	-1.3762788398499
1.2970000505447	-1.4213018681448
1.3059999942780	-1.4680676854639
1.3150000572205	-1.5166284524897
1.3240000009537	-1.5670312817949
1.3329999446869	-1.6193283333917
1.3420000076294	-1.6735683517011
1.3509999513626	-1.7298014009234
1.3600000143051	-1.7880794041420
1.3689999580383	-1.8484510805283
1.3780000209808	-1.9109687166348
1.3869999647141	-1.9756798644911
1.3960000276566	-2.0426364608691
1.4049999713898	-2.1118890666674
1.4140000343323	-2.1834849782953
1.4229999780655	-2.2574761048210
1.4320000410080	-2.3339119756070
1.4409999847412	-2.4128398992744
1.4500000476837	-2.4943085236349
1.4589999914169	-2.5783655443658
1.4680000543594	-2.6650612129764
1.4769999980927	-2.7544400792511
1.4859999418259	-2.8465505636127
1.4950000047684	-2.9414381718646
1.5039999485016	-3.0391478127090
