#Parameters = {h=1.5; l=55; n=3; w=50; wp=3; x=13}
#"Frequency / GHz"	"S1,1 (1) [Magnitude / dB]"
#---------------------------------------------
1.0000000000000	-0.67151735134231
1.0089999437332	-0.67523477248027
1.0180000066757	-0.67920837557464
1.0269999504089	-0.68347502071067
1.0360000133514	-0.68807720166521
1.0449999570847	-0.69305750937601
1.0540000200272	-0.69846339915586
1.0629999637604	-0.70434190246147
1.0720000267029	-0.71074612662128
1.0809999704361	-0.71772759805484
1.0900000333786	-0.72534065684436
1.0989999771118	-0.73364055338243
1.1080000400543	-0.74268544981367
1.1169999837875	-0.75253367198746
1.1260000467300	-0.76324404921847
1.1349999904633	-0.77487752570465
1.1440000534058	-0.78749253249972
1.1529999971390	-0.80114994476344
1.1619999408722	-0.81591224581423
1.1710000038147	-0.83183863763588
1.1799999475479	-0.84899050963189
1.1890000104904	-0.86742797279022
1.1979999542236	-0.88721164734048
1.2070000171661	-0.90840094545395
1.2159999608994	-0.93105357997915
1.2250000238419	-0.95523078156395
1.2339999675751	-0.98098824983823
1.2430000305176	-1.0083842961345
1.2519999742508	-1.0374711452779
1.2610000371933	-1.0683064509930
1.2699999809265	-1.1009452430329
1.2790000438690	-1.1354356983064
1.2879999876022	-1.1718334320248
1.2970000505447	-1.2101879421491
1.3059999942780	-1.2505463238495
1.3150000572205	-1.2929574042342
1.3240000009537	-1.3374683532245
1.3329999446869	-1.3841232240690
1.3420000076294	-1.4329666808813
1.3509999513626	-1.4840412332304
1.3600000143051	-1.5373869013969
1.3689999580383	-1.5930451461704
1.3780000209808	-1.6510507868271
1.3869999647141	-1.7114435801371
1.3960000276566	-1.7742557506257
1.4049999713898	-1.8395234230701
1.4140000343323	-1.9072777970364
1.4229999780655	-1.9775480197710
1.4320000410080	-2.0503656267761
1.4409999847412	-2.1257547083411
1.4500000476837	-2.2037453026275
1.4589999914169	-2.2843574594841
1.4680000543594	-2.3676152786089
1.4769999980927	-2.4535419476037
1.4859999418259	-2.5421523893747
1.4950000047684	-2.6334676254228
1.5039999485016	-2.7275026560629
1.5130000114441	-2.8242713636735
1.5219999551773	-2.9237862056660
1.5310000181198	-3.0260592151041
1.5399999618530	-3.1311004368113
1.5490000247955	-3.2389144593723
1.5579999685287	-3.3495093671887
1.5670000314713	-3.4628897294962
1.5759999752045	-3.5790581256029
1.5850000381470	-3.6980159850152
1.5939999818802	-3.8197607909593
