#Parameters = {h=1.5; l=55; n=18.3; w=50; wp=3; x=13.8}
#"Frequency / GHz"	"S1,1 (69) [Magnitude / dB]"
#----------------------------------------------
1.0000000000000	-0.61220551220032
1.0089999437332	-0.60009654776730
1.0180000066757	-0.58935376813012
1.0269999504089	-0.58005027630883
1.0360000133514	-0.57225522568093
1.0449999570847	-0.56604014879525
1.0540000200272	-0.56146851116800
1.0629999637604	-0.55860709628010
1.0720000267029	-0.55751827464932
1.0809999704361	-0.55826255408172
1.0900000333786	-0.56090068869627
1.0989999771118	-0.56548888644921
1.1080000400543	-0.57208467428535
1.1169999837875	-0.58074209024774
1.1260000467300	-0.59151740927646
1.1349999904633	-0.60446052442811
1.1440000534058	-0.61962411500882
1.1529999971390	-0.63706167479415
1.1619999408722	-0.65681986700813
1.1710000038147	-0.67895121209095
1.1799999475479	-0.70350396865936
1.1890000104904	-0.73052685190359
1.1979999542236	-0.76006867428523
1.2070000171661	-0.79217763255369
1.2159999608994	-0.82690323194148
1.2250000238419	-0.86429140777486
1.2339999675751	-0.90439139576701
1.2430000305176	-0.94724898445388
1.2519999742508	-0.99291935870548
1.2610000371933	-1.0414457784106
1.2699999809265	-1.0928788171156
1.2790000438690	-1.1472693398646
1.2879999876022	-1.2046659423191
1.2970000505447	-1.2651201024008
1.3059999942780	-1.3286846879375
1.3150000572205	-1.3954092570174
1.3240000009537	-1.4653485133766
1.3329999446869	-1.5385560583814
1.3420000076294	-1.6150854320007
1.3509999513626	-1.6949936619159
1.3600000143051	-1.7783364357573
1.3689999580383	-1.8651730288794
1.3780000209808	-1.9555606931332
1.3869999647141	-2.0495593928963
1.3960000276566	-2.1472329884649
1.4049999713898	-2.2486421475131
1.4140000343323	-2.3538540084334
1.4229999780655	-2.4629318661253
1.4320000410080	-2.5759439771972
1.4409999847412	-2.6929622335254
1.4500000476837	-2.8140557355359
1.4589999914169	-2.9392984703961
1.4680000543594	-3.0687695668884
1.4769999980927	-3.2025430777628
1.4859999418259	-3.3407012700844
1.4950000047684	-3.4833294745926
1.5039999485016	-3.6305111005259
1.5130000114441	-3.7823375117284
1.5219999551773	-3.9389020783801
1.5310000181198	-4.1002991557408
1.5399999618530	-4.2666311851583
1.5490000247955	-4.4380012952093
1.5579999685287	-4.6145172612963
1.5670000314713	-4.7962925106978
1.5759999752045	-4.9834475746441
1.5850000381470	-5.1761049207045
1.5939999818802	-5.3743923334865
1.6030000448227	-5.5784485482994
1.6119999885559	-5.7884128682579
1.6210000514984	-6.0044356871813
1.6299999952316	-6.2266733156650
1.6390000581741	-6.4552900182266
1.6480000019073	-6.6904573865155
1.6569999456406	-6.9323579271804
1.6660000085831	-7.1811792623710
