#Parameters = {h=1.5; l=55; n=10.5; w=50; wp=3; x=13}
#"Frequency / GHz"	"S1,1 (16) [Magnitude / dB]"
#----------------------------------------------
1.0000000000000	-0.41231957889576
1.0089999437332	-0.42136886127481
1.0180000066757	-0.43199410214270
1.0269999504089	-0.44422073538717
1.0360000133514	-0.45807896055623
1.0449999570847	-0.47359549767538
1.0540000200272	-0.49079880654598
1.0629999637604	-0.50971648596218
1.0720000267029	-0.53037920837223
1.0809999704361	-0.55281667134908
1.0900000333786	-0.57705790860475
1.0989999771118	-0.60313344895958
1.1080000400543	-0.63107377542380
1.1169999837875	-0.66091224603045
1.1260000467300	-0.69267993663416
1.1349999904633	-0.72640951595418
1.1440000534058	-0.76213423199541
1.1529999971390	-0.79988811704960
1.1619999408722	-0.83970373109790
1.1710000038147	-0.88162112227300
1.1799999475479	-0.92567188283266
1.1890000104904	-0.97189415673831
1.1979999542236	-1.0203250615824
1.2070000171661	-1.0710025848744
1.2159999608994	-1.1239673763135
1.2250000238419	-1.1792589566373
1.2339999675751	-1.2369150096224
1.2430000305176	-1.2969797284983
1.2519999742508	-1.3594937393404
1.2610000371933	-1.4245008252175
1.2699999809265	-1.4920433762528
1.2790000438690	-1.5621688039996
1.2879999876022	-1.6349211306829
1.2970000505447	-1.7103477436282
1.3059999942780	-1.7884954010280
1.3150000572205	-1.8694128417831
1.3240000009537	-1.9531485906363
1.3329999446869	-2.0397544561372
1.3420000076294	-2.1292808176739
1.3509999513626	-2.2217807870739
1.3600000143051	-2.3173058627190
1.3689999580383	-2.4159130701061
1.3780000209808	-2.5176546756963
1.3869999647141	-2.6225897700585
1.3960000276566	-2.7307719408838
1.4049999713898	-2.8422640385020
1.4140000343323	-2.9571232218169
1.4229999780655	-3.0754085313789
1.4320000410080	-3.1971852727374
1.4409999847412	-3.3225126906450
1.4500000476837	-3.4514552667600
1.4589999914169	-3.5840764123026
1.4680000543594	-3.7204444897310
1.4769999980927	-3.8606243221945
1.4859999418259	-4.0046821554028
1.4950000047684	-4.1526852757588
1.5039999485016	-4.3047057170114
1.5130000114441	-4.4608126126718
1.5219999551773	-4.6210727073459
1.5310000181198	-4.7855597189567
1.5399999618530	-4.9543415030334
1.5490000247955	-5.1274870235021
1.5579999685287	-5.3050703045754
1.5670000314713	-5.4871558180645
1.5759999752045	-5.6738128588262
1.5850000381470	-5.8651081180467
1.5939999818802	-6.0611020129942
1.6030000448227	-6.2618543422455
1.6119999885559	-6.4674231296644
1.6210000514984	-6.6778552329567
1.6299999952316	-6.8931957705793
1.6390000581741	-7.1134784444114
1.6480000019073	-7.3387274443509
1.6569999456406	-7.5689539127205
1.6660000085831	-7.8041535456118
1.6749999523163	-8.0443066933685
1.6840000152588	-8.2893656827091
1.6929999589920	-8.5392607193313
1.7020000219345	-8.7938870320050
1.7109999656677	-9.0531070618892
1.7200000286102	-9.3167327776018
1.7289999723434	-9.5845265216119
1.7380000352859	-9.8561900983161
1.7469999790192	-10.131352553125
1.7560000419617	-10.409555448424
1.7649999856949	-10.690252185291
1.7740000486374	-10.972782795177
1.7829999923706	-11.256360680140
1.7920000553131	-11.540065753556
1.8009999990463	-11.822820948787
1.8099999427795	-12.103385254216
1.8190000057220	-12.380343960150
1.8279999494553	-12.652092631405
1.8370000123978	-12.916856794057
1.8459999561310	-13.172685616399
1.8550000190735	-13.417483467124
1.8639999628067	-13.649043310155
1.8730000257492	-13.865092699557
1.8819999694824	-14.063371672836
1.8910000324249	-14.241703299327
1.8999999761581	-14.398090556911
1.9090000391006	-14.530810203310
1.9179999828339	-14.638500489771
1.9270000457764	-14.720244020454
1.9359999895096	-14.775615862108
1.9450000524521	-14.804714602964
1.9539999961853	-14.808149068217
1.9630000591278	-14.787006481818
1.9720000028610	-14.742784777600
1.9809999465942	-14.677304982501
1.9900000095367	-14.592628478354
1.9989999532700	-14.490946605927
2.0079998970032	-14.374511758832
2.0169999599457	-14.245544605317
2.0260000228882	-14.106186142913
2.0350000858307	-13.958446928339
2.0439999103546	-13.804179997534
2.0529999732971	-13.645062248667
2.0620000362396	-13.482587373838
2.0710000991821	-13.318071958761
2.0799999237061	-13.152656676692
2.0889999866486	-12.987327516610
2.0980000495911	-12.822917954103
2.1070001125336	-12.660130282636
2.1159999370575	-12.499550873571
2.1250000000000	-12.341659462228
2.1340000629425	-12.186848300162
2.1429998874664	-12.035429716745
2.1519999504089	-11.887647463989
2.1610000133514	-11.743689670707
2.1700000762939	-11.603694908002
2.1789999008179	-11.467758488341
2.1879999637604	-11.335942120999
2.1970000267029	-11.208278543678
2.2060000896454	-11.084771258476
2.2149999141693	-10.965411031866
2.2239999771118	-10.850161103121
2.2330000400543	-10.738980057572
2.2420001029968	-10.631808551234
2.2509999275208	-10.528579074331
2.2599999904633	-10.429216127659
2.2690000534058	-10.333638716901
2.2780001163483	-10.241758824910
2.2869999408722	-10.153485229439
2.2960000038147	-10.068725357772
2.3050000667572	-9.9873808149445
2.3139998912811	-9.9093521013690
2.3229999542236	-9.8345387182871
2.3320000171661	-9.7628426847040
2.3410000801086	-9.6941571947664
2.3499999046326	-9.6283830017605
2.3589999675751	-9.5654157979856
2.3680000305176	-9.5051544503153
2.3770000934601	-9.4474953228279
2.3859999179840	-9.3923372759159
2.3949999809265	-9.3395794841438
2.4040000438690	-9.2891203708352
2.4130001068115	-9.2408613507269
2.4219999313354	-9.1947005449689
2.4309999942780	-9.1505407712381
2.4400000572205	-9.1082849733068
2.4489998817444	-9.0678355319065
2.4579999446869	-9.0290972759364
2.4670000076294	-8.9919758630230
2.4760000705719	-8.9563781537201
2.4849998950958	-8.9222117177019
2.4939999580383	-8.8893845522829
2.5030000209808	-8.8578097982935
2.5120000839233	-8.8273982162754
2.5209999084473	-8.7980638721421
2.5299999713898	-8.7697208796982
2.5390000343323	-8.7422866051390
2.5480000972748	-8.7156805821514
2.5569999217987	-8.6898236273679
2.5659999847412	-8.6646375786409
2.5750000476837	-8.6400474609777
