#Parameters = {h=1.5; l=55; n=3.5; w=50; wp=3; x=13}
#"Frequency / GHz"	"S1,1 (2) [Magnitude / dB]"
#---------------------------------------------
1.0000000000000	-0.57082654972642
1.0089999437332	-0.58213494464829
1.0180000066757	-0.59411392744995
1.0269999504089	-0.60676405357235
1.0360000133514	-0.62009130193244
1.0449999570847	-0.63410007280796
1.0540000200272	-0.64879850820478
1.0629999637604	-0.66419649209667
1.0720000267029	-0.68030263625734
1.0809999704361	-0.69713325005279
1.0900000333786	-0.71470032370485
1.0989999771118	-0.73301970464344
1.1080000400543	-0.75211107735179
1.1169999837875	-0.77199310859463
1.1260000467300	-0.79268430271789
1.1349999904633	-0.81421096581574
1.1440000534058	-0.83659521939835
1.1529999971390	-0.85986485520252
1.1619999408722	-0.88404297159503
1.1710000038147	-0.90916215891336
1.1799999475479	-0.93524881229137
1.1890000104904	-0.96233509337946
1.1979999542236	-0.99045447276139
1.2070000171661	-1.0196386554271
1.2159999608994	-1.0499229308021
1.2250000238419	-1.0813435446166
1.2339999675751	-1.1139378554851
1.2430000305176	-1.1477396770118
1.2519999742508	-1.1827917969483
1.2610000371933	-1.2191305160589
1.2699999809265	-1.2567951273961
1.2790000438690	-1.2958300752853
1.2879999876022	-1.3362759061169
1.2970000505447	-1.3781711633598
1.3059999942780	-1.4215592119492
1.3150000572205	-1.4664861776298
1.3240000009537	-1.5129929774952
1.3329999446869	-1.5611221013517
1.3420000076294	-1.6109205703360
1.3509999513626	-1.6624288804403
1.3600000143051	-1.7156933708034
1.3689999580383	-1.7707593627597
1.3780000209808	-1.8276691184416
1.3869999647141	-1.8864684380231
1.3960000276566	-1.9472016369363
1.4049999713898	-2.0099124471914
1.4140000343323	-2.0746464249792
1.4229999780655	-2.1414464119747
1.4320000410080	-2.2103569469482
1.4409999847412	-2.2814212003411
1.4500000476837	-2.3546816389118
1.4589999914169	-2.4301829145487
1.4680000543594	-2.5079660291554
1.4769999980927	-2.5880740182650
1.4859999418259	-2.6705489510934
1.4950000047684	-2.7554285912668
1.5039999485016	-2.8427568460704
1.5130000114441	-2.9325719403407
1.5219999551773	-3.0249137838157
1.5310000181198	-3.1198205253288
1.5399999618530	-3.2173292936582
1.5490000247955	-3.3174772082332
1.5579999685287	-3.4203019798832
1.5670000314713	-3.5258366922583
1.5759999752045	-3.6341171423080
1.5850000381470	-3.7451773031322
1.5939999818802	-3.8590480852710
1.6030000448227	-3.9757629586960
1.6119999885559	-4.0953512174776
1.6210000514984	-4.2178426658129
1.6299999952316	-4.3432667137694
1.6390000581741	-4.4716490072445
1.6480000019073	-4.6030168158460
1.6569999456406	-4.7373942772944
1.6660000085831	-4.8748068939760
1.6749999523163	-5.0152747057011
1.6840000152588	-5.1588198938536
1.6929999589920	-5.3054619081783
1.7020000219345	-5.4552177691093
1.7109999656677	-5.6081041412696
1.7200000286102	-5.7641371873446
1.7289999723434	-5.9233296444351
1.7380000352859	-6.0856909254434
1.7469999790192	-6.2512325680866
1.7560000419617	-6.4199609929211
1.7649999856949	-6.5918813053988
1.7740000486374	-6.7669969833223
1.7829999923706	-6.9453073398514
1.7920000553131	-7.1268100241602
1.8009999990463	-7.3115014427788
1.8099999427795	-7.4993739258039
1.8190000057220	-7.6904143179197
1.8279999494553	-7.8846106855524
1.8370000123978	-8.0819428514565
1.8459999561310	-8.2823890488848
1.8550000190735	-8.4859214633905
1.8639999628067	-8.6925110036942
1.8730000257492	-8.9021187497264
1.8819999694824	-9.1147046345981
1.8910000324249	-9.3302196460531
1.8999999761581	-9.5486092005091
1.9090000391006	-9.7698122069542
1.9179999828339	-9.9937587052275
1.9270000457764	-10.220371332635
1.9359999895096	-10.449564852997
1.9450000524521	-10.681241357342
1.9539999961853	-10.915297311429
1.9630000591278	-11.151612036271
1.9720000028610	-11.390056851394
1.9809999465942	-11.630489636314
1.9900000095367	-11.872752558473
1.9989999532700	-12.116676968635
2.0079998970032	-12.362071985508
2.0169999599457	-12.608736893064
2.0260000228882	-12.856451060945
2.0350000858307	-13.104972212223
2.0439999103546	-13.354045284301
2.0529999732971	-13.603389618287
2.0620000362396	-13.852705393002
2.0710000991821	-14.101677531606
2.0799999237061	-14.349963003436
2.0889999866486	-14.597200908022
2.0980000495911	-14.843012318364
2.1070001125336	-15.086995869903
2.1159999370575	-15.328731564098
2.1250000000000	-15.567785672686
2.1340000629425	-15.803709526752
2.1429998874664	-16.036039024280
2.1519999504089	-16.264307890160
2.1610000133514	-16.488040915443
2.1700000762939	-16.706761838901
2.1789999008179	-16.920004270999
