#Parameters = {h=1.5; l=55; n=3.3; w=50; wp=3; x=13.3}
#"Frequency / GHz"	"S1,1 (1) [Magnitude / dB]"
#---------------------------------------------
1.0000000000000	-0.53305535662353
1.0089999437332	-0.54377152089107
1.0180000066757	-0.55526710336970
1.0269999504089	-0.56754285771562
1.0360000133514	-0.58059913341167
1.0449999570847	-0.59444103477787
1.0540000200272	-0.60907223593690
1.0629999637604	-0.62449989152637
1.0720000267029	-0.64073033086288
1.0809999704361	-0.65776997002809
1.0900000333786	-0.67563140805957
1.0989999771118	-0.69432343446713
1.1080000400543	-0.71385893169835
1.1169999837875	-0.73425240220058
1.1260000467300	-0.75551678369296
1.1349999904633	-0.77767009318480
1.1440000534058	-0.80072625457513
1.1529999971390	-0.82470671397391
1.1619999408722	-0.84962969791422
1.1710000038147	-0.87551512634313
1.1799999475479	-0.90238599176010
1.1890000104904	-0.93026364376418
1.1979999542236	-0.95917448903801
1.2070000171661	-0.98914240838797
1.2159999608994	-1.0201917463595
1.2250000238419	-1.0523502099862
1.2339999675751	-1.0856493470598
1.2430000305176	-1.1201118623356
1.2519999742508	-1.1557709221620
1.2610000371933	-1.1926583278996
1.2699999809265	-1.2308018053777
1.2790000438690	-1.2702370924654
1.2879999876022	-1.3109919379495
1.2970000505447	-1.3531051205955
1.3059999942780	-1.3966055412636
1.3150000572205	-1.4415324147345
1.3240000009537	-1.4879179218420
1.3329999446869	-1.5357974062841
1.3420000076294	-1.5852073381075
1.3509999513626	-1.6361850103551
1.3600000143051	-1.6887650417256
1.3689999580383	-1.7429876033514
1.3780000209808	-1.7988852919216
1.3869999647141	-1.8564991135366
1.3960000276566	-1.9158651704517
1.4049999713898	-1.9770218009697
1.4140000343323	-2.0400072914232
1.4229999780655	-2.1048577240120
1.4320000410080	-2.1716114728603
1.4409999847412	-2.2403073801045
1.4500000476837	-2.3109820482379
1.4589999914169	-2.3836733795519
1.4680000543594	-2.4584193788515
1.4769999980927	-2.5352552836418
1.4859999418259	-2.6142210151753
