#Parameters = {h=1.5; l=55; n=18.8; w=50; wp=3; x=16.3}
#"Frequency / GHz"	"S1,1 (260) [Magnitude / dB]"
#-----------------------------------------------
1.0000000000000	-0.59196715127811
1.0089999437332	-0.58868363516128
1.0180000066757	-0.58622949604090
1.0269999504089	-0.58464008819210
1.0360000133514	-0.58394917377269
1.0449999570847	-0.58419105329483
1.0540000200272	-0.58540238733056
1.0629999637604	-0.58761619474219
1.0720000267029	-0.59086435522327
1.0809999704361	-0.59518375974009
1.0900000333786	-0.60060442884782
1.0989999771118	-0.60716117003330
1.1080000400543	-0.61488512413864
1.1169999837875	-0.62380745253311
1.1260000467300	-0.63396186574696
1.1349999904633	-0.64537856873773
1.1440000534058	-0.65808767978835
1.1529999971390	-0.67212286609566
1.1619999408722	-0.68751105979366
1.1710000038147	-0.70428383469468
1.1799999475479	-0.72247268923100
1.1890000104904	-0.74210466194065
1.1979999542236	-0.76321161320764
1.2070000171661	-0.78581989708409
1.2159999608994	-0.80996120091036
1.2250000238419	-0.83566223948575
1.2339999675751	-0.86295333247912
1.2430000305176	-0.89186074586584
1.2519999742508	-0.92241660335740
1.2610000371933	-0.95464361153905
1.2699999809265	-0.98857360140170
1.2790000438690	-1.0242335736790
1.2879999876022	-1.0616510534802
1.2970000505447	-1.1008535440274
1.3059999942780	-1.1418678981385
1.3150000572205	-1.1847209659999
1.3240000009537	-1.2294435421368
1.3329999446869	-1.2760575124541
1.3420000076294	-1.3245948562779
1.3509999513626	-1.3750797291111
1.3600000143051	-1.4275401177181
1.3689999580383	-1.4820028751769
1.3780000209808	-1.5384944277128
1.3869999647141	-1.5970426640532
1.3960000276566	-1.6576737132454
1.4049999713898	-1.7204139554833
1.4140000343323	-1.7852912940939
1.4229999780655	-1.8523305212953
1.4320000410080	-1.9215596905301
1.4409999847412	-1.9930050377420
1.4500000476837	-2.0666934799808
1.4589999914169	-2.1426514398386
1.4680000543594	-2.2209064418812
1.4769999980927	-2.3014840279857
1.4859999418259	-2.3844108396809
1.4950000047684	-2.4697142410511
1.5039999485016	-2.5574213893761
1.5130000114441	-2.6475596841263
1.5219999551773	-2.7401552105349
1.5310000181198	-2.8352357895638
1.5399999618530	-2.9328284952154
1.5490000247955	-3.0329604599949
1.5579999685287	-3.1356603199084
1.5670000314713	-3.2409540131703
1.5759999752045	-3.3488721146995
1.5850000381470	-3.4594426501035
