#Parameters = {h=1.5; l=55; n=14; w=50; wp=3; x=13}
#"Frequency / GHz"	"S1,1 (23) [Magnitude / dB]"
#----------------------------------------------
1.0000000000000	-0.46538471277221
1.0089999437332	-0.46725469146574
1.0180000066757	-0.47088645310645
1.0269999504089	-0.47633217951269
1.0360000133514	-0.48364118754188
1.0449999570847	-0.49286458369358
1.0540000200272	-0.50405294148215
1.0629999637604	-0.51725575470981
1.0720000267029	-0.53252225195038
1.0809999704361	-0.54989966186805
1.0900000333786	-0.56944159001651
1.0989999771118	-0.59119201585054
1.1080000400543	-0.61520373391872
1.1169999837875	-0.64152265106142
1.1260000467300	-0.67020010190374
1.1349999904633	-0.70128272403315
1.1440000534058	-0.73482328327949
1.1529999971390	-0.77087104413096
1.1619999408722	-0.80947632590843
1.1710000038147	-0.85068945237472
1.1799999475479	-0.89456315740804
1.1890000104904	-0.94114954123651
1.1979999542236	-0.99050108222452
1.2070000171661	-1.0426714900072
1.2159999608994	-1.0977179522009
1.2250000238419	-1.1556949737917
1.2339999675751	-1.2166588450529
1.2430000305176	-1.2806676390927
1.2519999742508	-1.3477800589688
1.2610000371933	-1.4180564850238
1.2699999809265	-1.4915566937886
1.2790000438690	-1.5683460773198
1.2879999876022	-1.6484877229133
1.2970000505447	-1.7320465499505
1.3059999942780	-1.8190893370875
1.3150000572205	-1.9096858724075
1.3240000009537	-2.0039038059255
1.3329999446869	-2.1018171324443
1.3420000076294	-2.2034984813518
1.3509999513626	-2.3090236938308
1.3600000143051	-2.4184696102604
1.3689999580383	-2.5319156982296
1.3780000209808	-2.6494415463037
1.3869999647141	-2.7711323134515
1.3960000276566	-2.8970737055898
1.4049999713898	-3.0273515665121
1.4140000343323	-3.1620566897734
1.4229999780655	-3.3012819067801
1.4320000410080	-3.4451209071688
1.4409999847412	-3.5936715566865
1.4500000476837	-3.7470352229329
1.4589999914169	-3.9053118646854
1.4680000543594	-4.0686069162586
1.4769999980927	-4.2370289809998
1.4859999418259	-4.4106876462295
1.4950000047684	-4.5896968672972
1.5039999485016	-4.7741679100137
1.5130000114441	-4.9642212874835
1.5219999551773	-5.1599744804560
1.5310000181198	-5.3615487602660
1.5399999618530	-5.5690652117727
1.5490000247955	-5.7826488142100
1.5579999685287	-6.0024156603501
1.5670000314713	-6.2284908027595
1.5759999752045	-6.4609910116847
1.5850000381470	-6.7000281079070
1.5939999818802	-6.9457102855224
1.6030000448227	-7.1981366662651
1.6119999885559	-7.4573902903891
1.6210000514984	-7.7235420365903
1.6299999952316	-7.9966397799352
1.6390000581741	-8.2767052442950
1.6480000019073	-8.5637221573946
1.6569999456406	-8.8576343415158
1.6660000085831	-9.1583265550050
1.6749999523163	-9.4656162901833
1.6840000152588	-9.7792344106979
1.6929999589920	-10.098809599376
1.7020000219345	-10.423839828586
1.7109999656677	-10.753666292444
1.7200000286102	-11.087444415097
1.7289999723434	-11.424109889195
1.7380000352859	-11.762331930750
1.7469999790192	-12.100479132291
1.7560000419617	-12.436579238468
1.7649999856949	-12.768277834800
1.7740000486374	-13.092815516789
1.7829999923706	-13.407017942831
1.7920000553131	-13.707320043419
1.8009999990463	-13.989814121366
1.8099999427795	-14.250358104840
1.8190000057220	-14.484736637539
1.8279999494553	-14.688861899121
1.8370000123978	-14.859031724581
1.8459999561310	-14.992186970360
1.8550000190735	-15.086161862641
1.8639999628067	-15.139868738388
1.8730000257492	-15.153401644269
1.8819999694824	-15.128017982295
1.8910000324249	-15.066032009775
1.8999999761581	-14.970602723294
1.9090000391006	-14.845486913185
1.9179999828339	-14.694771674414
1.9270000457764	-14.522636213958
1.9359999895096	-14.333148717846
1.9450000524521	-14.130117634797
1.9539999961853	-13.917002725985
1.9630000591278	-13.696858531506
1.9720000028610	-13.472331486590
1.9809999465942	-13.245658895098
1.9900000095367	-13.018711091680
1.9989999532700	-12.793022180614
2.0079998970032	-12.569826772953
2.0169999599457	-12.350112776355
2.0260000228882	-12.134646050019
2.0350000858307	-11.924018228242
2.0439999103546	-11.718667043970
2.0529999732971	-11.518905788072
2.0620000362396	-11.324950871859
2.0710000991821	-11.136933328654
2.0799999237061	-10.954919561461
2.0889999866486	-10.778924408660
2.0980000495911	-10.608918627616
2.1070001125336	-10.444839346990
2.1159999370575	-10.286599934627
2.1250000000000	-10.134093080019
2.1340000629425	-9.9871977172411
2.1429998874664	-9.8457750533943
2.1519999504089	-9.7096867894932
2.1610000133514	-9.5787813357933
2.1700000762939	-9.4529114983130
2.1789999008179	-9.3319176425398
2.1879999637604	-9.2156491087358
2.1970000267029	-9.1039473044513
2.2060000896454	-8.9966590442458
2.2149999141693	-8.8936321034736
2.2239999771118	-8.7947140153202
2.2330000400543	-8.6997561629531
2.2420001029968	-8.6086113816105
2.2509999275208	-8.5211365094016
2.2599999904633	-8.4371889183640
2.2690000534058	-8.3566301148358
2.2780001163483	-8.2793238841759
2.2869999408722	-8.2051366725006
2.2960000038147	-8.1339381304466
2.3050000667572	-8.0656001056291
2.3139998912811	-7.9999977723414
2.3229999542236	-7.9370080977664
2.3320000171661	-7.8765121282012
2.3410000801086	-7.8183901378900
2.3499999046326	-7.7625302763139
2.3589999675751	-7.7088190876979
2.3680000305176	-7.6571464033293
2.3770000934601	-7.6074052565006
2.3859999179840	-7.5594913033017
2.3949999809265	-7.5133028282149
2.4040000438690	-7.4687380060217
2.4130001068115	-7.4257007496712
2.4219999313354	-7.3840969260454
2.4309999942780	-7.3438334718746
2.4400000572205	-7.3048211656539
2.4489998817444	-7.2669729488085
2.4579999446869	-7.2302032783829
2.4670000076294	-7.1944306525040
2.4760000705719	-7.1595761451780
2.4849998950958	-7.1255628983829
2.4939999580383	-7.0923176779848
2.5030000209808	-7.0597698110585
2.5120000839233	-7.0278501105923
2.5209999084473	-6.9964938586098
2.5299999713898	-6.9656389035369
2.5390000343323	-6.9352263080725
2.5480000972748	-6.9051985995490
2.5569999217987	-6.8755032098012
2.5659999847412	-6.8460906150931
2.5750000476837	-6.8169108585397
2.5840001106262	-6.7879217884539
2.5929999351501	-6.7590822640556
2.6019999980927	-6.7303525373279
2.6110000610352	-6.7017003092370
2.6199998855591	-6.6730904452431
2.6289999485016	-6.6444950935702
2.6380000114441	-6.6158880607246
2.6470000743866	-6.5872443163298
2.6559998989105	-6.5585445736518
2.6649999618530	-6.5297713803566
2.6740000247955	-6.5009093473010
2.6830000877380	-6.4719449922928
2.6919999122620	-6.4428687482600
2.7009999752045	-6.4136720077859
2.7100000381470	-6.3843507206542
2.7190001010895	-6.3549007840647
2.7279999256134	-6.3253211541194
2.7369999885559	-6.2956131785629
2.7460000514984	-6.2657797887994
2.7550001144409	-6.2358243254076
2.7639999389648	-6.2057530530883
